service,caller,callee,weight
S_21852643,USER,MS_53926,3438.0
S_21852643,USER,MS_7941,441.0
S_21852643,USER,MS_39324,186.0
S_21852643,USER,MS_60882,531.0
S_21852643,USER,MS_65235,91.0
S_21852643,USER,MS_32171,57.0
S_21852643,USER,MS_1433,209.0
S_21852643,USER,MS_68986,1.0
S_21852643,USER,MS_72070,44.0
S_21852643,USER,MS_33798,17.0
S_21852643,USER,MS_46079,21.0
S_21852643,USER,MS_39492,208.0
S_21852643,USER,MS_2621,98.0
S_21852643,USER,MS_46208,464.0
S_21852643,USER,MS_21672,6.0
S_21852643,USER,MS_42683,82.0
S_21852643,USER,MS_46278,27.0
S_21852643,USER,MS_73365,80.0
S_21852643,USER,MS_68160,17.0
S_21852643,USER,MS_50411,103.0
S_21852643,USER,MS_22997,222.0
S_21852643,USER,MS_10701,29.0
S_21852643,USER,MS_64551,183.0
S_21852643,USER,MS_25492,113.0
S_21852643,USER,MS_53490,10.0
S_21852643,USER,MS_71149,8.0
S_21852643,USER,MS_30451,163.0
S_21852643,USER,MS_37286,6.0
S_21852643,USER,MS_67599,78.0
S_21852643,USER,MS_11083,4.0
S_21852643,USER,MS_7070,16.0
S_21852643,USER,MS_43473,21.0
S_21852643,USER,MS_36819,28.0
S_21852643,USER,MS_43835,10.0
S_21852643,USER,MS_46461,9.0
S_21852643,USER,MS_25884,6.0
S_21852643,USER,MS_67926,144.0
S_21852643,USER,MS_55526,10.0
S_21852643,USER,MS_14888,6.0
S_21852643,USER,MS_41342,8.0
S_21852643,USER,MS_1254,2.0
S_21852643,USER,MS_1079,4.0
S_21852643,USER,MS_23553,4.0
S_21852643,USER,MS_23276,1.0
S_21852643,USER,MS_54559,6.0
S_21852643,USER,MS_24099,4.0
S_21852643,USER,MS_23651,1.0
S_21852643,USER,MS_30929,4.0
S_21852643,USER,MS_55242,1.0
S_21852643,MS_33798,MS_27120,2.0
S_21852643,MS_33798,MS_2815,2.0
S_21852643,MS_33798,MS_57290,2.0
S_21852643,MS_33798,MS_765,3.0
S_21852643,MS_33798,MS_51879,1.0
S_21852643,MS_33798,MS_55971,1.0
S_21852643,MS_33798,MS_54341,2.0
S_21852643,MS_33798,MS_23405,1.0
S_21852643,MS_33798,MS_20061,1.0
S_21852643,MS_33798,MS_12483,1.0
S_21852643,MS_33798,MS_38729,1.0
S_21852643,MS_73365,MS_23437,21.0
S_21852643,MS_73365,MS_50050,8.0
S_21852643,MS_73365,MS_70425,17.0
S_21852643,MS_73365,MS_16950,9.0
S_21852643,MS_73365,MS_33002,4.0
S_21852643,MS_73365,MS_30537,4.0
S_21852643,MS_73365,MS_19837,9.0
S_21852643,MS_73365,MS_29633,5.0
S_21852643,MS_73365,MS_16032,3.0
S_21852643,MS_37286,MS_70425,3.0
S_21852643,MS_37286,MS_16950,3.0
